timestamp,ax,ay,az,gx,gy,gz
18.3,0.192,-0.159,0.991,-2.714,-8.331,9.597
18.32,0.138,-0.051,1.033,4.915,5.948,-3.673
18.34,0.03,-0.131,1.09,-6.976,9.434,-5.15
18.36,0.159,0.005,0.98,-1.343,-1.134,-8.015
18.38,0.067,0.016,0.839,-4.242,-9.646,-1.945
18.4,0.065,-0.133,0.911,8.809,7.298,-4.551
18.42,0.005,-0.031,1.088,3.825,-2.12,0.023
18.44,0.173,-0.178,1.113,9.546,-5.058,1.57
18.46,0.033,0.143,0.901,3.891,-6.766,5.488
18.48,0.187,0.102,0.886,3.765,-0.341,-6.686
18.5,-0.017,-0.106,0.98,-9.752,5.007,0.063
18.52,-0.066,0.172,1.012,9.948,0.982,-2.571
18.54,0.085,0.168,1.131,1.861,-5.277,6.721
18.56,0.111,-0.104,1.066,7.62,4.869,3.488
18.58,-0.025,-0.067,1.125,-8.68,-8.254,8.371
18.6,0.187,-0.161,1.06,-9.684,-4.77,4.488
18.62,-0.183,-0.151,0.999,-7.735,-8.499,1.173
18.64,-0.185,-0.052,1.125,2.181,-2.724,-6.308
18.66,-0.185,0.047,0.883,-2.58,4.886,-0.183
18.68,0.076,-0.086,0.851,7.205,-0.645,-3.864
18.7,0.116,0.03,0.912,4.037,8.545,3.977
18.72,-0.18,-0.133,1.127,7.705,-0.128,7.138
18.74,-0.159,0.06,1.196,3.399,2.333,-6.183
18.76,-0.084,0.048,1.036,-1.531,-1.276,1.47
18.78,0.121,-0.035,1.077,-4.599,8.537,-0.399
18.8,-0.005,0.183,0.828,-9.701,3.672,-1.387
18.82,-0.088,-0.022,1.165,-8.908,7.852,7.768
18.84,-0.116,-0.045,0.952,-9.581,-9.853,7.355
18.86,-0.018,0.018,1.09,2.462,-4.004,-1.964
18.88,-0.105,-0.135,1.055,8.083,-6.898,7.076
18.9,-0.099,0.02,1.165,-4.019,7.105,6.081
18.92,-0.155,0.049,0.861,-4.689,-0.874,7.302
18.94,0.006,0.083,1.042,5.755,5.803,2.94
18.96,0.114,0.008,1.1,4.843,5.607,-8.661
18.98,0.161,0.085,0.816,-5.757,-4.378,4.211
19.0,-0.063,0.121,0.889,1.457,3.478,9.323
19.02,0.015,-0.13,0.934,2.314,9.719,-0.358
19.04,0.089,0.001,0.942,6.859,9.646,3.638
19.06,-0.169,-0.084,1.067,2.202,3.637,-8.059
19.08,0.018,-0.126,1.11,4.175,-3.973,-2.903
19.1,-0.08,-0.193,0.898,1.222,6.8,-5.797
19.12,-0.082,-0.096,0.945,8.242,-1.692,-3.222
19.14,0.074,-0.08,1.065,1.354,-5.526,-3.974
19.16,-0.16,0.132,0.834,-7.124,9.932,-2.722
19.18,-0.141,0.029,1.013,-0.315,3.507,-2.841
19.2,0.117,-0.148,0.993,-3.396,-6.896,8.487
19.22,-0.073,0.176,1.057,-0.717,1.685,-1.601
19.24,0.171,0.175,1.085,-6.952,-0.211,-7.213
19.26,0.179,0.167,0.91,-7.481,8.909,-9.803
19.28,-0.058,0.134,0.918,-9.994,3.651,2.927
19.3,0.113,0.137,0.82,-2.646,-3.282,8.291
19.32,0.099,0.189,0.828,-7.287,5.924,4.638
19.34,-0.111,0.057,0.912,6.931,-0.738,-2.966
19.36,0.163,-0.086,0.978,-9.913,8.485,-3.513
19.38,0.07,-0.077,1.139,0.822,6.287,8.066
19.4,-0.148,0.088,1.078,1.137,-2.9,-4.067
19.42,-0.191,-0.1,0.952,2.292,-2.15,1.701
19.44,-0.022,-0.081,1.022,6.967,-4.839,-5.022
19.46,-0.081,-0.011,1.173,0.023,-6.803,4.56
19.48,-0.175,0.034,1.116,-0.65,9.733,9.465
19.5,-0.07,0.043,1.1,-4.248,-0.375,-7.771
19.52,-0.165,0.005,1.032,-0.432,-9.347,2.903
19.54,-0.034,0.098,0.853,-1.973,0.567,-3.311
19.56,-0.003,-0.185,1.134,9.523,3.951,-1.381
19.58,0.05,0.09,0.936,-1.1,-2.13,8.93
19.6,0.119,0.185,1.187,2.833,0.601,9.336
19.62,1.303,-0.946,1.814,139.421,-112.579,145.959
19.64,-0.052,0.016,1.196,-4.202,-7.428,0.242
19.66,0.053,0.062,1.102,6.598,-2.08,7.523
19.68,-0.008,-0.193,1.176,-3.684,0.345,-1.838
19.7,-0.093,-0.093,0.804,-1.291,7.05,8.86
19.72,-0.005,-0.002,1.139,-7.729,-2.934,8.625
19.74,-0.018,-0.09,1.101,-9.427,0.394,2.922
19.76,0.129,0.07,0.959,7.058,-7.896,8.693
19.78,0.131,-0.151,0.984,5.399,5.832,-3.921
19.8,-0.027,0.124,0.939,-1.313,0.369,-4.791
19.82,0.058,0.018,0.882,2.312,-8.094,-3.92
19.84,-0.109,0.05,1.04,6.894,-7.808,-5.454
19.86,0.084,0.091,0.809,-1.418,8.853,2.96
19.88,0.05,0.042,0.849,5.297,8.515,-5.503
19.9,-0.149,0.065,1.146,-0.84,-1.389,8.224
19.92,0.021,0.099,1.171,-0.262,1.592,-8.359
19.94,0.045,0.159,0.932,2.371,-0.457,-7.814
19.96,0.156,-0.012,0.817,-7.745,-3.651,3.881
19.98,0.107,-0.132,1.102,3.121,-9.301,9.083
20.0,-0.026,0.194,0.958,-7.087,5.581,-7.313
20.02,0.036,-0.125,1.034,6.188,5.81,-2.813
20.04,0.111,0.191,1.098,5.249,-0.505,-8.359
20.06,0.199,-0.1,1.034,-5.133,-3.814,-9.21
20.08,-0.091,-0.011,1.173,8.151,3.21,-6.216
20.1,-0.046,-0.168,1.001,-2.996,4.593,8.084
20.12,0.069,0.143,1.175,8.451,-9.707,-0.084
20.14,-0.184,-0.104,1.159,0.598,-7.229,2.594
20.16,-0.019,-0.027,1.029,2.485,8.341,-5.314
20.18,0.17,-0.059,1.037,-9.454,-3.848,6.519
20.2,0.132,-0.175,1.049,-1.573,-8.149,2.631
20.22,-0.196,0.157,1.16,-9.623,-6.607,2.048
20.24,0.025,-0.092,1.095,-3.016,-4.31,-0.328
20.26,-0.119,0.125,0.986,4.715,7.238,9.747
20.28,-0.12,0.163,1.061,-4.88,3.9,1.85
20.3,-0.124,-0.159,0.911,1.764,8.683,7.163
20.32,0.005,0.114,0.879,8.879,-4.921,4.275
20.34,-0.2,-0.076,1.152,-1.47,-4.821,5.517
20.36,0.111,-0.149,1.149,2.591,-0.948,4.858
20.38,-0.189,0.19,0.991,-2.505,9.989,-1.442
20.4,0.116,0.064,1.03,1.135,-5.408,8.877
20.42,-0.009,0.181,1.001,-4.105,5.025,7.298
20.44,-0.023,0.1,0.858,2.488,0.567,-4.563
20.46,-0.073,-0.021,0.926,-3.893,-9.844,-4.544
20.48,-0.014,-0.082,0.822,8.536,-5.581,8.416
20.5,0.194,-0.021,0.991,6.507,2.698,-3.514
20.52,-0.139,0.177,0.951,2.626,-4.626,3.173
20.54,-0.188,-0.033,0.834,-3.627,6.538,-7.845
20.56,-0.106,-0.059,1.071,-4.783,-4.99,-4.741
20.58,-0.184,-0.052,1.101,-9.954,-3.749,-8.887
20.6,0.184,0.104,0.817,1.928,8.708,0.866
20.62,-0.099,0.09,1.175,6.88,4.495,2.584
20.64,-0.07,-0.04,0.998,-3.851,6.228,-5.023
20.66,-0.035,-0.104,1.142,6.993,-3.829,1.694
20.68,-0.144,0.055,0.926,8.249,3.895,-5.828
20.7,-0.067,-0.014,0.815,4.828,8.218,-8.799
20.72,-0.026,0.033,1.169,-2.53,-5.951,2.441
20.74,-0.134,-0.004,0.983,4.763,1.147,-2.525
20.76,0.174,0.123,0.921,-5.995,-8.923,5.593
20.78,0.03,-0.181,1.189,6.914,7.683,-2.61
20.8,-0.178,0.048,0.953,-7.773,3.034,-3.922
20.82,-0.176,-0.105,1.043,1.783,-1.822,-8.73
20.84,-0.197,0.023,0.976,4.086,-6.023,5.243
20.86,-0.055,-0.049,0.886,-0.449,3.339,-7.036
20.88,0.144,0.07,1.149,-6.969,5.564,2.425
20.9,0.065,-0.134,0.958,6.144,1.199,9.825
20.92,-0.018,0.002,1.059,4.943,-0.143,-4.511
20.94,0.084,0.164,1.136,-9.112,-5.94,-2.089
20.96,-0.128,-0.159,1.012,4.52,-4.188,-6.967
20.98,-0.178,0.005,0.913,-3.977,6.864,5.094
21.0,-0.043,0.1,1.169,8.524,-3.641,-3.229
21.02,0.107,0.147,0.879,5.549,-6.953,0.261
21.04,-0.076,-0.139,0.844,6.948,-6.713,-0.864
21.06,0.151,-0.173,0.885,2.992,-8.222,-0.373
21.08,0.084,0.116,0.81,-0.314,5.972,-3.09
21.1,0.052,0.054,0.85,-7.303,5.237,-0.678
21.12,-0.114,-0.161,1.126,-8.703,-4.66,-2.81
21.14,0.006,-0.042,1.108,6.558,-8.997,8.18
21.16,0.007,-0.007,1.027,6.975,-6.685,-3.516
21.18,-0.178,-0.059,0.803,-2.239,8.508,2.338
21.2,-0.193,0.067,0.92,-3.702,-5.098,4.632
21.22,0.13,-0.005,0.978,9.717,1.876,2.584
21.24,0.131,0.162,1.171,0.052,2.945,9.984
21.26,-0.086,0.044,1.0,1.816,4.41,1.772
21.28,-1.694,-1.048,0.27,-128.759,-150.353,-179.109
21.3,0.019,-0.16,0.866,6.073,-1.463,0.515
21.32,-0.146,0.096,1.136,-7.3,3.38,-4.569
21.34,-0.064,-0.156,1.027,-9.087,-4.486,9.618
21.36,-0.009,-0.079,0.906,2.932,-4.616,2.235
21.38,0.163,0.176,0.851,5.18,0.627,6.517
21.4,0.085,0.181,1.05,-7.67,-2.498,8.306
21.42,-0.01,-0.187,0.949,-5.986,6.598,3.834
21.44,-0.133,0.104,1.181,2.392,3.266,5.286
21.46,0.006,0.095,1.15,-4.342,-9.923,2.933
21.48,0.083,0.065,1.104,7.509,4.325,3.658
21.5,-0.183,-0.188,0.851,-7.492,-4.211,-8.755
21.52,-0.117,0.176,0.98,1.434,-1.55,-1.206
21.54,0.162,0.169,0.866,8.981,-2.963,1.866
21.56,0.171,-0.033,1.151,5.385,-2.199,-9.967
21.58,-0.033,0.147,1.126,1.801,-5.012,-5.145
21.6,0.142,0.001,1.176,-8.885,-2.934,-5.945
21.62,-0.075,0.09,1.176,9.535,-5.698,-8.639
21.64,-0.185,-0.077,1.2,-3.107,-2.863,0.531
21.66,0.134,-0.179,1.074,1.97,8.432,-5.139
21.68,-0.004,0.078,1.039,9.102,-9.919,-6.769
21.7,0.064,-0.157,1.036,5.332,-1.684,-1.003
21.72,0.024,-0.19,1.156,4.106,8.376,3.433
21.74,-0.115,0.035,0.901,-9.264,-5.024,-1.026
21.76,-0.005,0.13,0.913,-1.916,2.926,-6.254
21.78,-0.12,0.191,0.918,-7.432,-0.109,-3.634
21.8,-0.061,-0.186,0.969,1.607,-9.647,-0.149
21.82,0.17,0.121,1.181,2.125,-2.15,-5.766
21.84,0.036,-0.168,0.936,-9.194,-3.69,5.042
21.86,0.105,-0.07,0.889,0.519,3.292,-9.826
21.88,0.177,0.162,1.155,-9.871,9.164,-6.154
21.9,0.029,0.133,1.013,-4.381,8.862,-7.559
21.92,0.134,-0.178,1.177,9.131,1.103,-9.158
21.94,-0.066,-0.02,0.868,-1.832,9.097,-8.248
21.96,0.09,-0.005,1.042,-2.155,6.175,8.808
21.98,-0.058,0.04,0.974,-1.407,-0.863,-8.52
22.0,0.122,-0.166,1.058,8.667,-0.101,2.29
22.02,0.036,0.196,0.945,0.781,0.535,-1.398
22.04,-0.199,-0.177,0.85,-7.277,5.169,-6.32
22.06,-0.062,-0.076,0.932,-6.549,-0.02,5.148
22.08,0.094,-0.083,0.843,6.623,0.19,-0.755
22.1,0.148,-0.196,1.108,-4.465,-8.175,6.526
22.12,0.123,-0.043,0.989,7.651,7.494,4.65
22.14,0.173,-0.175,0.873,-7.513,-3.618,4.766
22.16,0.177,0.198,0.808,-3.349,8.181,1.565
22.18,-0.055,0.061,1.093,1.959,8.988,3.936
22.2,-0.079,0.142,1.057,8.304,-3.927,3.859
22.22,-0.056,-0.149,0.823,2.773,6.873,5.78
22.24,0.004,-0.114,1.115,2.631,-5.376,6.624
22.26,0.141,0.106,0.901,-8.632,1.324,-3.831
22.28,0.079,0.16,0.925,-3.298,8.847,-0.391
22.3,-0.085,-0.114,0.882,1.589,-0.207,3.762
22.32,-0.116,0.128,0.915,5.477,5.688,-0.161
22.34,-0.035,0.181,0.85,2.594,3.409,-3.978
22.36,0.019,-0.032,0.867,-9.135,1.846,6.01
22.38,-0.194,0.173,0.863,-7.586,-1.1,-0.249
22.4,-0.136,-0.026,1.025,-8.85,7.93,-0.247
22.42,-0.129,0.108,0.963,-4.064,-4.007,-1.412
22.44,0.193,0.086,0.917,-1.015,-3.247,3.612
22.46,-0.063,-0.047,1.16,-8.244,-8.883,3.895
22.48,-0.076,0.154,1.012,-6.089,7.081,2.746
22.5,-0.179,0.109,0.844,-6.216,-2.403,9.426
22.52,0.003,0.094,1.053,-9.765,-2.101,8.677
22.54,-0.17,0.062,0.939,8.538,-2.333,-2.092
22.56,0.134,-0.081,0.994,7.871,-1.068,-3.935
22.58,-0.187,-0.105,1.105,-9.855,9.548,9.409
22.6,0.114,0.065,1.017,-9.477,-4.062,-1.725
22.62,0.066,-0.109,0.812,1.99,1.508,-9.632
22.64,0.078,-0.163,0.81,6.143,-3.976,-4.546
22.66,0.064,0.105,1.025,-1.873,6.54,-4.405
22.68,0.101,-0.083,1.15,-8.351,-3.761,5.241
22.7,-0.017,0.062,0.951,-9.548,-7.724,0.936
22.72,-0.177,-0.155,0.876,-7.655,-2.159,8.418
22.74,0.157,-0.033,1.067,-2.928,-4.728,7.22
22.76,-0.072,-0.132,0.857,-2.959,-5.189,-9.662
22.78,-0.181,-0.133,1.105,-4.874,9.921,-0.426
22.8,-0.122,0.12,0.856,6.294,-2.252,4.628
22.82,-0.031,-0.151,1.16,-0.404,-2.424,-9.028
22.84,0.045,0.115,0.916,0.031,-7.656,-4.055
22.86,0.082,-0.191,0.943,-3.172,-5.918,9.465
22.88,-0.079,-0.151,0.953,7.268,-1.064,-8.464
22.9,-0.012,0.154,0.894,-4.928,4.175,9.741
22.92,-0.068,0.139,1.132,5.703,4.748,-6.619
22.94,0.077,0.127,1.126,1.084,6.794,-8.094
22.96,0.115,0.101,0.88,1.949,3.132,-7.694
22.98,-0.056,-0.169,1.021,-8.998,8.625,-1.485
23.0,0.14,0.194,0.955,-1.591,-9.219,-8.542
23.02,-0.102,0.193,1.037,0.402,3.991,-5.874
23.04,0.068,0.128,0.989,-8.982,-9.218,2.952
23.06,-0.159,-0.056,0.865,7.952,-9.695,-7.765
23.08,0.013,-0.05,0.972,-3.253,-8.681,-5.467
23.1,-0.03,-0.059,1.144,5.667,-4.596,6.123
23.12,-0.01,0.183,0.975,-9.376,-3.278,-1.919
23.14,0.163,0.08,0.956,-0.187,3.371,2.843
23.16,0.139,-0.028,0.959,-9.045,8.302,1.564
23.18,0.001,0.2,1.014,3.93,-4.341,0.119
23.2,-0.183,0.173,0.859,-0.117,-7.229,5.831
23.22,-0.154,0.167,0.825,-9.294,-6.503,8.6
23.24,0.024,-0.137,1.041,-3.201,-2.032,4.296
23.26,0.104,-0.132,0.813,1.537,0.682,-4.456
23.28,-0.132,0.172,0.928,9.366,-9.189,-8.643
23.3,0.09,0.14,1.033,7.933,0.175,1.609
23.32,0.114,0.157,0.969,-0.501,3.009,-3.844
23.34,0.072,-0.071,1.035,-5.123,8.675,5.868
23.36,-0.036,-0.175,0.935,0.845,5.556,4.722
23.38,0.117,0.182,0.905,6.064,7.895,-1.404
23.4,0.123,-0.163,0.957,-7.717,8.367,4.605
23.42,0.086,0.103,0.926,-2.04,-0.372,-6.854
23.44,-0.178,0.097,0.843,-1.78,-7.787,8.146
23.46,-0.022,-0.197,0.822,2.995,8.189,-0.628
23.48,-0.119,-0.104,0.885,8.177,9.421,-6.464
23.5,-0.052,0.117,0.821,-0.718,1.703,4.439
23.52,0.071,-0.132,1.087,7.956,2.049,-9.35
23.54,-0.038,0.09,1.122,6.08,-6.852,-0.426
23.56,0.118,0.11,0.873,1.857,0.699,5.109
23.58,0.074,-0.083,1.165,6.449,-4.118,9.063
23.6,0.082,-0.084,0.95,-6.272,-1.738,-0.006
23.62,-0.178,0.01,0.924,0.644,1.474,4.011
23.64,-0.026,0.02,0.941,7.939,-2.754,5.73
23.66,0.081,-0.07,1.184,-0.41,7.516,0.401
23.68,-0.109,-0.171,1.126,-1.971,-3.135,2.889
23.7,0.012,0.004,1.12,-8.098,-3.135,2.42
23.72,-0.063,0.178,0.884,-7.026,-4.091,-4.406
23.74,-0.184,0.138,1.036,4.821,7.048,9.477
23.76,1.15,-1.192,0.249,-124.727,-189.27,154.247
23.78,0.134,-0.011,0.95,-1.406,-4.004,-5.185
23.8,-0.17,0.079,1.115,1.825,2.855,6.991
23.82,-0.104,-0.144,1.096,7.515,7.363,-4.839
23.84,0.028,-0.014,1.008,6.841,4.072,-1.469
23.86,0.183,0.077,0.815,-9.563,-6.985,6.058
23.88,-0.004,0.129,0.834,5.631,4.527,1.262
23.9,0.075,0.038,0.898,9.174,-2.034,5.646
23.92,-0.114,-0.015,0.997,7.994,2.274,3.448
23.94,0.025,0.015,1.199,-5.244,1.5,4.568
23.96,-0.188,0.095,1.102,-3.294,-2.663,-2.53
23.98,0.146,-0.118,1.06,9.595,-1.084,4.914
24.0,-0.065,-0.162,1.024,-4.925,-4.561,-3.605
24.02,0.041,0.177,1.116,2.95,2.198,8.983
24.04,0.163,0.169,0.953,-5.967,6.012,-1.732
24.06,-0.038,-0.121,1.092,-2.488,6.596,-8.02
24.08,0.011,-0.169,1.039,-7.665,0.383,-6.401
24.1,0.048,-0.076,1.126,3.929,-8.895,-3.393
24.12,-0.096,0.02,0.867,-5.389,-3.894,-5.689
24.14,0.189,0.046,0.973,1.015,-4.477,-2.351
24.16,0.013,-0.119,1.125,-5.651,-7.751,-5.645
24.18,0.043,-0.083,1.055,-9.862,-0.346,5.992
24.2,-0.071,0.189,0.832,7.305,-6.652,-7.254
24.22,0.128,0.199,0.995,-1.321,1.04,-9.425
24.24,0.046,-0.195,0.811,-2.716,-3.375,7.145
24.26,0.013,-0.105,0.93,2.798,6.997,3.875
24.28,-0.133,-0.153,1.027,-3.001,9.933,-8.014
24.3,0.075,0.159,0.811,7.613,-1.776,9.359
24.32,-0.033,0.117,0.837,9.49,-2.492,9.024
24.34,0.142,-0.153,1.085,6.033,2.299,7.418
24.36,-0.056,0.078,0.816,2.248,7.001,-8.352
24.38,0.199,0.053,0.944,-1.709,7.226,-9.122
24.4,0.178,0.043,1.144,3.87,3.342,0.204
24.42,-0.064,-0.145,0.993,8.103,3.438,-6.137
24.44,-0.091,-0.054,1.198,3.949,1.51,-6.332
24.46,-0.075,0.15,0.805,-6.059,1.79,-4.892
24.48,-0.057,-0.007,0.908,-8.692,2.868,9.62
24.5,-0.195,-0.094,0.971,-5.266,9.432,-6.113
24.52,0.199,0.006,1.017,-7.881,7.308,-0.091
24.54,0.154,0.186,1.099,-1.367,1.3,3.605
24.56,0.068,-0.069,1.049,2.157,-0.134,8.071
24.58,-0.186,-0.095,0.992,-5.139,-7.348,7.099
24.6,-0.178,-0.181,0.965,1.237,-1.097,3.502
24.62,-0.152,-0.159,1.151,4.555,-4.542,-7.745
24.64,-0.013,0.011,1.17,-8.987,-5.033,4.198
24.66,-0.135,-0.036,1.128,8.337,-0.92,8.226
24.68,-0.141,-0.011,1.13,2.972,-9.285,6.91
24.7,0.049,0.073,0.909,-0.892,-1.613,9.134
24.72,-0.09,-0.088,0.868,9.928,7.905,-7.953
24.74,0.016,-0.028,0.878,-6.578,3.488,8.145
24.76,-0.109,-0.134,1.0,7.999,-0.631,-0.548
24.78,-0.193,0.074,1.099,9.695,0.359,2.087
24.8,0.076,-0.075,0.994,-7.43,0.943,6.383
24.82,-0.197,0.168,0.952,-2.269,5.734,-4.67
24.84,0.052,0.199,0.988,5.173,4.373,3.147
24.86,-0.172,-0.071,1.136,6.412,-7.823,4.566
24.88,-0.164,0.156,0.834,6.919,-8.018,-8.104
24.9,-0.074,0.013,1.146,9.733,-1.093,8.354
24.92,0.159,-0.169,1.013,9.287,2.146,-8.191
24.94,0.184,-0.08,0.863,6.894,8.25,-0.287
24.96,-0.043,0.023,0.82,2.681,2.884,3.761
24.98,0.028,-0.069,0.814,-4.801,-9.919,3.381
25.0,0.067,-0.076,1.101,-0.109,-6.534,-9.992
25.02,-0.187,0.141,0.805,9.507,8.533,7.801
25.04,-0.171,-0.055,0.896,3.805,0.279,-3.259
25.06,0.064,-0.168,1.074,-7.962,0.505,4.893
25.08,-0.096,0.039,0.877,-2.299,-0.858,0.307
25.1,0.036,-0.096,0.85,6.307,-0.56,-8.018
25.12,-0.066,0.082,1.055,3.853,9.137,1.491
25.14,0.167,-0.048,0.814,4.585,7.265,-0.012
25.16,-0.132,-0.047,0.921,0.496,-8.892,-4.143
25.18,-0.165,0.148,1.055,0.863,-3.221,-4.265
25.2,0.071,-0.049,0.977,-1.09,-0.555,7.685
25.22,0.123,0.137,0.833,2.194,3.044,-1.143
25.24,0.082,-0.141,1.109,2.244,5.633,-8.974
25.26,-0.033,-0.124,1.135,-0.504,-2.155,3.068
25.28,-0.132,-0.079,0.878,0.568,8.309,1.21
25.3,-0.01,-0.101,0.869,-8.641,-0.841,-9.875
25.32,0.196,-0.136,1.16,6.038,1.146,5.361
25.34,-0.116,-0.098,1.152,1.364,6.693,-5.473
25.36,0.048,-0.027,1.045,8.584,8.848,8.78
25.38,0.103,-0.125,0.959,6.15,-7.302,4.714
25.4,-0.107,0.14,1.175,-1.55,-2.609,1.261
25.42,-0.035,-0.199,0.945,8.572,4.761,2.035
25.44,-0.185,-0.179,1.103,-6.889,-6.046,7.053
25.46,-0.141,0.124,0.957,0.84,-9.251,-3.603
25.48,0.094,0.142,1.031,-4.601,-1.673,8.669
25.5,0.04,0.192,1.197,2.4,4.399,8.293
25.52,-0.073,0.073,1.173,1.863,-9.245,2.096
25.54,-0.157,0.05,0.969,-7.045,-5.503,-7.062
25.56,0.196,-0.122,1.024,-8.9,-7.49,2.494
25.58,0.041,0.07,1.108,-6.052,7.33,-2.266
25.6,0.121,0.198,0.941,7.522,8.953,-8.581
25.62,0.026,0.045,1.012,-0.929,-0.848,-1.611
25.64,0.14,0.01,1.186,8.13,7.995,-1.089
25.66,-0.156,-0.014,1.078,-6.391,-3.067,5.766
25.68,0.092,-0.092,1.135,-3.49,-8.818,-5.974
25.7,0.124,0.073,1.106,8.155,-1.492,-5.804
25.72,-0.179,0.051,0.929,8.417,-6.258,8.833
25.74,-0.014,0.006,1.114,3.066,1.849,-2.133
25.76,-0.029,-0.072,1.067,-6.992,6.265,4.645
25.78,0.014,-0.025,0.857,-7.206,5.047,-4.171
25.8,-0.113,0.164,1.015,-0.853,3.995,1.213
25.82,-0.063,-0.167,0.936,-0.078,-3.213,6.92
25.84,-0.106,-0.171,1.125,3.508,4.063,-6.775
25.86,0.136,0.125,1.091,1.795,8.81,5.109
25.88,-0.154,0.173,0.836,4.603,-9.084,-4.137
25.9,0.061,-0.0,0.948,-8.303,-1.187,6.086
25.92,-0.048,0.17,0.846,-2.9,-7.494,7.026
25.94,0.013,0.001,1.182,2.639,-0.823,7.19
25.96,-0.191,-0.099,1.086,8.495,-6.359,3.776
25.98,0.113,0.048,1.022,8.732,-8.283,8.066
26.0,0.02,-0.098,1.134,8.982,-0.863,-7.466
26.02,0.006,-0.024,0.897,7.143,8.412,4.056
26.04,0.198,-0.17,0.818,-2.27,1.901,-3.32
26.06,-0.169,0.02,0.902,7.376,-1.727,-3.772
26.08,0.137,-0.146,1.055,7.974,-4.242,8.663
26.1,-0.104,0.126,1.134,-5.032,0.649,-9.702
26.12,0.087,0.06,0.96,-3.678,-2.977,9.935
26.14,-0.055,0.116,1.13,-1.913,6.585,-9.505
26.16,-0.183,-0.059,1.189,-9.602,8.115,6.316
26.18,-0.023,0.168,0.819,9.163,-8.034,7.607
26.2,0.2,0.071,0.993,2.927,6.74,-2.263
26.22,0.151,0.017,1.197,-8.648,2.962,-8.505
26.24,-0.022,-0.161,1.099,6.64,5.366,1.28
26.26,0.079,-0.028,1.056,-2.398,5.415,0.996
26.28,0.039,-0.133,0.925,-3.127,4.355,-5.38
26.3,0.159,0.035,1.093,-5.304,4.172,8.667
26.32,-0.099,-0.124,1.084,7.826,-7.768,8.608
26.34,-0.045,0.104,1.142,-8.317,-6.789,2.741
26.36,-0.097,0.147,1.076,-9.764,8.205,-4.081
26.38,-0.153,0.142,1.108,3.511,5.343,-0.379
26.4,-0.039,0.099,1.189,4.899,8.402,2.49
26.42,0.012,-0.174,1.157,6.888,8.582,-2.026
26.44,0.051,-0.198,1.113,-9.321,-2.085,-0.639
26.46,-0.185,0.055,0.863,-5.642,0.536,7.721
26.48,-0.102,-0.051,0.951,1.096,-9.539,6.203
26.5,0.008,0.159,1.05,-2.202,0.766,-9.108
26.52,-0.14,-0.019,1.109,-6.597,-2.89,3.343
26.54,0.03,0.094,0.863,-8.305,5.164,6.864
26.56,-0.17,0.194,1.133,-0.627,-4.312,1.476
26.58,-0.152,-0.025,1.144,8.857,0.384,-2.963
26.6,0.035,-0.137,1.167,1.133,2.095,0.373
26.62,-0.031,-0.18,0.971,-2.992,0.764,4.434
26.64,0.141,0.078,1.081,4.922,6.039,-9.965
26.66,0.187,0.079,0.883,-8.664,-1.91,6.527
26.68,-0.138,0.066,0.851,-3.306,-8.226,-5.686
26.7,-0.176,-0.042,0.97,8.124,-0.957,0.612
26.72,0.068,-0.049,1.136,-3.762,4.951,5.806
26.74,-0.035,0.058,1.066,-9.733,1.523,6.761
26.76,-0.185,-0.0,1.038,6.379,4.712,6.738
26.78,-0.135,0.077,1.18,3.568,5.893,6.748
26.8,0.098,-0.182,1.011,0.96,-0.261,3.277
26.82,-0.145,-0.148,0.846,-4.311,-6.271,-0.27
26.84,-0.058,0.029,0.829,-0.963,6.191,2.869
26.86,0.149,0.051,0.872,-3.724,8.061,8.386
26.88,-0.02,-0.184,0.909,-8.077,-0.39,2.304
26.9,-0.112,-0.082,1.17,-3.942,7.958,0.013
26.92,0.098,0.147,0.839,7.653,-6.704,-6.438
26.94,0.033,0.127,1.17,-8.124,8.226,-7.698
26.96,0.112,-0.182,1.025,9.543,6.569,-3.51
26.98,0.048,0.002,0.947,-1.094,-7.84,0.769
27.0,0.023,-0.114,1.046,9.418,-9.808,-2.271
27.02,-0.18,-0.005,0.955,-5.308,-1.886,3.679
27.04,-0.09,0.05,1.124,-4.139,-4.25,-5.229
27.06,0.175,-0.075,1.044,-3.287,-1.583,-1.901
27.08,-0.122,0.09,0.847,9.976,-0.584,-1.514
27.1,0.097,-0.086,0.818,-9.269,0.286,-1.962
27.12,-0.008,0.18,0.985,6.96,3.051,-4.518
27.14,0.002,-0.032,0.955,1.207,-9.361,-4.119
27.16,-0.191,0.175,0.944,2.572,-5.615,-6.258
27.18,0.065,0.193,0.855,-6.561,7.991,-1.4
27.2,0.17,0.116,0.805,7.729,-4.04,-2.179
27.22,0.001,0.102,0.977,-7.281,-0.761,-6.557
27.24,-0.045,0.001,0.874,-9.095,5.015,-9.937
27.26,-0.068,0.162,0.919,-2.061,9.978,-6.92
27.28,-0.077,0.168,1.104,6.292,-3.482,6.442
27.3,0.134,0.167,0.919,-1.217,-5.862,0.207
27.32,0.111,0.199,1.101,-9.572,6.186,1.534
27.34,0.113,-0.037,1.139,-7.87,4.7,-5.871
27.36,-0.115,0.146,1.127,-0.351,3.421,0.907
27.38,-0.029,-0.045,1.152,-4.373,-3.898,-7.669
27.4,-0.068,-0.069,1.129,2.282,3.006,-7.995
27.42,0.179,-0.102,0.818,5.471,-2.999,-3.364
27.44,-0.148,-0.17,0.806,8.776,9.043,7.977
